,Unnamed: 0,Title,Genre,Descrption,Descrption_Processed,Descrption_vect
611,611,Kubo and the Two Strings,"Animation, Action, Adventure",a young boy named kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,"['young', 'boy', 'named', 'kubo', 'must', 'locate', 'magical', 'suit', 'armour', 'worn', 'late', 'father', 'order', 'defeat', 'vengeful', 'spirit', 'past', '.']",young boy named kubo must locate magical suit armour worn late father order defeat vengeful spirit past .
612,612,Me and Earl and the Dying Girl,"Comedy, Drama, Romance","high schooler greg, who spends most of his time making parodies of classic movies with his co-worker earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.","['high', 'schooler', 'greg', ',', 'spends', 'time', 'making', 'parody', 'classic', 'movie', 'co-worker', 'earl', ',', 'find', 'outlook', 'forever', 'altered', 'befriending', 'classmate', 'diagnosed', 'cancer', '.']","high schooler greg , spends time making parody classic movie co-worker earl , find outlook forever altered befriending classmate diagnosed cancer ."
613,613,Fantasia,"Animation, Family, Fantasy","a collection of animated interpretations of great works of western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.","['collection', 'animated', 'interpretation', 'great', 'work', 'western', 'classical', 'music', ',', 'ranging', 'abstract', 'depiction', 'mythology', 'fantasy', ',', 'setting', 'including', 'prehistoric', ',', 'supernatural', 'sacred', '.']","collection animated interpretation great work western classical music , ranging abstract depiction mythology fantasy , setting including prehistoric , supernatural sacred ."
614,614,Black Book,"Drama, Thriller, War","in the nazi-occupied netherlands during world war ii, a jewish singer infiltrates the regional gestapo headquarters for the dutch resistance.","['nazi-occupied', 'netherlands', 'world', 'war', 'ii', ',', 'jewish', 'singer', 'infiltrates', 'regional', 'gestapo', 'headquarters', 'dutch', 'resistance', '.']","nazi-occupied netherlands world war ii , jewish singer infiltrates regional gestapo headquarters dutch resistance ."
615,615,Beasts of No Nation,"Drama, War","a drama based on the experiences of agu, a child soldier fighting in the civil war of an unnamed african country.","['drama', 'based', 'experience', 'agu', ',', 'child', 'soldier', 'fighting', 'civil', 'war', 'unnamed', 'african', 'country', '.']","drama based experience agu , child soldier fighting civil war unnamed african country ."
616,616,Short Cuts,"Comedy, Drama",the day-to-day lives of several suburban los angeles residents.,"['day-to-day', 'life', 'several', 'suburban', 'los', 'angeles', 'resident', '.']",day-to-day life several suburban los angeles resident .
617,617,The African Queen,"Adventure, Drama, Romance","in wwi east africa, a gin-swilling canadian riverboat captain is persuaded by a strait-laced english missionary to undertake a trip up a treacherous river and use his boat to attack a german gunship.","['wwi', 'east', 'africa', ',', 'gin-swilling', 'canadian', 'riverboat', 'captain', 'persuaded', 'strait-laced', 'english', 'missionary', 'undertake', 'trip', 'treacherous', 'river', 'use', 'boat', 'attack', 'german', 'gunship', '.']","wwi east africa , gin-swilling canadian riverboat captain persuaded strait-laced english missionary undertake trip treacherous river use boat attack german gunship ."
618,618,Nebraska,Drama,"an aging, booze-addled father makes the trip from montana to nebraska with his estranged son in order to claim a million-dollar mega sweepstakes marketing prize.","['aging', ',', 'booze-addled', 'father', 'make', 'trip', 'montana', 'nebraska', 'estranged', 'son', 'order', 'claim', 'million-dollar', 'mega', 'sweepstakes', 'marketing', 'prize', '.']","aging , booze-addled father make trip montana nebraska estranged son order claim million-dollar mega sweepstakes marketing prize ."
619,619,Night on Earth,"Comedy, Drama",an anthology of 5 different cab drivers in 5 american and european cities and their remarkable fares on the same eventful night.,"['anthology', '5', 'different', 'cab', 'driver', '5', 'american', 'european', 'city', 'remarkable', 'fare', 'eventful', 'night', '.']",anthology 5 different cab driver 5 american european city remarkable fare eventful night .
620,620,Waking Life,"Animation, Drama, Fantasy",a man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,"['man', 'shuffle', 'dream', 'meeting', 'various', 'people', 'discussing', 'meaning', 'purpose', 'universe', '.']",man shuffle dream meeting various people discussing meaning purpose universe .
621,621,Frost/Nixon,"Biography, Drama, History",a dramatic retelling of the post-watergate television interviews between british talk-show host david frost and former president richard nixon.,"['dramatic', 'retelling', 'post-watergate', 'television', 'interview', 'british', 'talk-show', 'host', 'david', 'frost', 'former', 'president', 'richard', 'nixon', '.']",dramatic retelling post-watergate television interview british talk-show host david frost former president richard nixon .
622,622,Dragon Ball Super: Broly,"Animation, Action, Adventure","goku and vegeta encounter broly, a saiyan warrior unlike any fighter they've faced before.","['goku', 'vegeta', 'encounter', 'broly', ',', 'saiyan', 'warrior', 'unlike', 'fighter', ""'ve"", 'faced', '.']","goku vegeta encounter broly , saiyan warrior unlike fighter 've faced ."
623,623,Hedwig and the Angry Inch,"Comedy, Drama, Music",a gender-queer punk-rock singer from east berlin tours the u.s. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,"['gender-queer', 'punk-rock', 'singer', 'east', 'berlin', 'tour', 'u.s.', 'band', 'tell', 'life', 'story', 'follows', 'former', 'lover/band-mate', 'stole', 'song', '.']",gender-queer punk-rock singer east berlin tour u.s. band tell life story follows former lover/band-mate stole song .
624,624,Good Bye Lenin!,"Comedy, Drama, Romance","in 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of east germany as she knew it has disappeared.","['1990', ',', 'protect', 'fragile', 'mother', 'fatal', 'shock', 'long', 'coma', ',', 'young', 'man', 'must', 'keep', 'learning', 'beloved', 'nation', 'east', 'germany', 'knew', 'disappeared', '.']","1990 , protect fragile mother fatal shock long coma , young man must keep learning beloved nation east germany knew disappeared ."
625,625,Down by Law,"Comedy, Crime, Drama","two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.","['two', 'men', 'framed', 'sent', 'jail', ',', 'meet', 'murderer', 'help', 'escape', 'leave', 'state', '.']","two men framed sent jail , meet murderer help escape leave state ."
626,626,When Marnie Was There,"Animation, Drama, Family","due to 12 y.o. anna's asthma, she's sent to stay with relatives of her guardian in the japanese countryside. she likes to be alone, sketching. she befriends marnie. who is the mysterious, blonde marnie.","['due', '12', 'y.o', '.', 'anna', ""'s"", 'asthma', ',', ""'s"", 'sent', 'stay', 'relative', 'guardian', 'japanese', 'countryside', '.', 'like', 'alone', ',', 'sketching', '.', 'befriends', 'marnie', '.', 'mysterious', ',', 'blonde', 'marnie', '.']","due 12 y.o . anna 's asthma , 's sent stay relative guardian japanese countryside . like alone , sketching . befriends marnie . mysterious , blonde marnie ."
627,627,Wait Until Dark,Thriller,a recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,"['recently', 'blinded', 'woman', 'terrorized', 'trio', 'thug', 'search', 'heroin-stuffed', 'doll', 'believe', 'apartment', '.']",recently blinded woman terrorized trio thug search heroin-stuffed doll believe apartment .
628,628,The Broken Circle Breakdown,"Drama, Music, Romance","elise and didier fall in love at first sight, in spite of their differences. he talks, she listens. he's a romantic atheist, she's a religious realist. when their daughter becomes seriously ill, their love is put on trial.","['elise', 'didier', 'fall', 'love', 'first', 'sight', ',', 'spite', 'difference', '.', 'talk', ',', 'listens', '.', ""'s"", 'romantic', 'atheist', ',', ""'s"", 'religious', 'realist', '.', 'daughter', 'becomes', 'seriously', 'ill', ',', 'love', 'put', 'trial', '.']","elise didier fall love first sight , spite difference . talk , listens . 's romantic atheist , 's religious realist . daughter becomes seriously ill , love put trial ."
629,629,The Magdalene Sisters,Drama,three young irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a magdalene sisters asylum.,"['three', 'young', 'irish', 'woman', 'struggle', 'maintain', 'spirit', 'endure', 'dehumanizing', 'abuse', 'inmate', 'magdalene', 'sister', 'asylum', '.']",three young irish woman struggle maintain spirit endure dehumanizing abuse inmate magdalene sister asylum .
630,630,The Double Life of Véronique,"Drama, Fantasy, Music","two parallel stories about two identical women; one living in poland, the other in france. they don't know each other, but their lives are nevertheless profoundly connected.","['two', 'parallel', 'story', 'two', 'identical', 'woman', ';', 'one', 'living', 'poland', ',', 'france', '.', ""n't"", 'know', ',', 'life', 'nevertheless', 'profoundly', 'connected', '.']","two parallel story two identical woman ; one living poland , france . n't know , life nevertheless profoundly connected ."
631,631,Evil,Drama,"a teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.","['teenage', 'boy', 'expelled', 'school', 'fighting', 'arrives', 'boarding', 'school', 'systematic', 'bullying', 'younger', 'student', 'encouraged', 'mean', 'maintain', 'discipline', ',', 'decides', 'fight', 'back', '.']","teenage boy expelled school fighting arrives boarding school systematic bullying younger student encouraged mean maintain discipline , decides fight back ."
632,632,Happy Together,"Drama, Romance",a couple take a trip to argentina but both men find their lives drifting apart in opposite directions.,"['couple', 'take', 'trip', 'argentina', 'men', 'find', 'life', 'drifting', 'apart', 'opposite', 'direction', '.']",couple take trip argentina men find life drifting apart opposite direction .
633,633,A Man for All Seasons,"Biography, Drama, History","the story of sir thomas more, who stood up to king henry viii when the king rejected the roman catholic church to obtain a divorce and remarry.","['story', 'sir', 'thomas', ',', 'stood', 'king', 'henry', 'viii', 'king', 'rejected', 'roman', 'catholic', 'church', 'obtain', 'divorce', 'remarry', '.']","story sir thomas , stood king henry viii king rejected roman catholic church obtain divorce remarry ."
634,634,The Little Prince,"Animation, Adventure, Drama","a little girl lives in a very grown-up world with her mother, who tries to prepare her for it. her neighbor, the aviator, introduces the girl to an extraordinary world where anything is possible, the world of the little prince.","['little', 'girl', 'life', 'grown-up', 'world', 'mother', ',', 'try', 'prepare', '.', 'neighbor', ',', 'aviator', ',', 'introduces', 'girl', 'extraordinary', 'world', 'anything', 'possible', ',', 'world', 'little', 'prince', '.']","little girl life grown-up world mother , try prepare . neighbor , aviator , introduces girl extraordinary world anything possible , world little prince ."
